Omr_stn	Omr	stn	Lnr	Northing	Easting	Top	Akvifertyp	Geohylag	Jordart	Taeckt	Bergart	MagasinStl
7700_31	7700	31	1	6330260	473034	05ENV	JÖ	U	MN			
7700_22	7700	22	1	6330250	473035	05ENV	JÖ	I	MN			
7700_32	7700	32	1	6330260	473035	05ENV	JÖ	U	MN			
49	49	40	1	7183747	545109	22GNV	JÖ	I	MN	SA	KVT	
49_41	49	41	1	7186549	547754	22GNV	JÖ	I	MN	XX	KVT	
49_45	49	45	1	7198973	541081	23GSV	JÖ	I	MN	XX	GRÖ	
49_46	49	46	1	7201418	533334	23FSO	JÖ	I	MN	XX	KVT	
49_48	49	48	1	7206839	513343	23FSO	JÖ	I	MN		GLS	
49_47	49	47	1	7203963	520385	23FSO	JS	I	MN	TO	GLS	
50_1	50	1	1	6752321	466314	14ESV	JÖ	I	MN	XX	POR	
50_3	50	3	1	6752600	466313	14ESV	JÖ	I	MN	XX	POR	
50_4	50	4	1	6752740	466305	14ESV	JÖ	I	MN	XX	POR	
50_5	50	5	1	6749005	463831	14ESV	JÖ	I	GR	XX	POR	
50_7	50	7	2	6750776	465705	14ESV	JÖ	I	MN	XX	POR	
50_9	50	9	1	6751502	466273	14ESV	JÖ	I	MN	XX	POR	
50	50	10	1	6751464	466286	14ESV	JÖ	I	MN	XX	POR	
51_1	51	1	2	6146261	401867	01DNV	JÖ	I	ML	XX	KST	
51_2	51	2	2	6147078	401785	02DSV	JS	V	SA	LE	KST	
51_3	51	3	2	6147103	401769	02DSV	JÖ	V	SA	XX	KST	
51_5	51	5	2	6147159	402248	02DSV	JÖ	V	ML	XX	KST	
51_6	51	6	2	6146298	401890	01DNV	JÖ	M	ML	XX	KST	
51	51	7	2	6146311	401895	01DNV	JÖ	M	ML	XX	KST	
51_8	51	8	2	6147098	402050	02DSV	JÖ	V	ML	XX	KST	
51_9	51	9	2	6147105	402057	02DSV	JÖ	V	ML	XX	KST	
51_4	51	4	2	6147174	402238	02DSV	JÖ	V	ML	XX	KST	
52_1	52	1	1	6383671	321354	06BNV	JÖ	I	SA	XX	GNE	
52_3	52	3	1	6383184	322658	06BNV	JS	M	MN	LE	GNE	
52_4	52	4	1	6382806	322884	06BNV	JS	M	MN	LE	GNE	
52_5	52	5	1	6382173	323067	06BNV	JÖ	I	MN	XX	GNE	
52	52	6	1	6381776	322596	06BNV	JÖ	I	SA	XX	GNE	
52_7	52	7	1	6381635	321876	06BNV	JS	U	MN	LE	GNE	
52_10	52	10	1	6381105	321462	06BNV	JS	U	MN	LE	GNE	
53_2	53	2	1	6413674	312823	07BSV	JS	M	MN	LE	GNE	
65_7	65	7	3	6478283	551881	08GNV	JS	I	MN	LV	GNE	L
65_3	65	3	1	6479019	548700	08GNV	JS	I	MN	LV	GRA	
65	65	4	1	6476999	548646	08GNV	JS	I	MN	LV	GRA	
65_10	65	10	1	6474390	549264	08GNV	JÖ	I	SA	XX	GRA	
65_9	65	9	3	6480953	552201	08GNV	BS	I	MN	XX	GNE	
66_2	66	2	1	6427061	533906	07FNO	JÖ	I	MN	XX	GRA	
67_1	67	1	2	6466553	383202	08CSO	JS	M	LE	XX	GRA	
67_3	67	3	1	6466481	383249	08CSO	JS	M	LE	XX	GRA	
67_4	67	4	1	6466454	383272	08CSO	JS	M	LE	XX	GRA	
67_2	67	2	2	6466520	383225	08CSO	JS	M	LE	XX	GRA	
68_1	68	1	1	6865219	457067	16ESV	JÖ	V	SA	XX	GRA	
68_6	68	6	1	6874486	463725	16ENV	JÖ	I	MN	SA	GRA	
69_4	69	4	3	6477748	295553	08ANO	JS	I	LE	XX	GRA	
69_1	69	1	3	6476506	295226	08ANO	BS	U	LE	XX	GRA	L
69	69	5	1	6478103	294816	08ANO	BÖ	I	XX	XX	GRA	
69_10	69	10	1	6469502	296676	08ASO	JÖ	I	SA	XX	GRA	L
70_6	70	6	1	6522151	334952	09BNO	JÖ	I	SA	XX	GNE	
70_101	70	101	3	6543226	313075	09BNV	JÖ	I	GR		GNE	
72_15	72	15	1	6229611	524047	03FNV	JÖ	I	SA	XX	GNE	
72_2	72	2	1	6225091	520190	03FNV	JÖ	I	SA	XX	GNE	
72_18	72	18	1	6226600	521097	03FNV	JS	U	SA	LE	GNE	
72_17	72	17	1	6230179	524470	03FNV	JÖ	I	SA	XX	GNE	
72_1	72	1	1	6225091	520171	03FNV	JÖ	I	SA	XX	GNE	
72_4	72	4	1	6225066	520165	03FNV	JÖ	U	SA	SI	GNE	
72_5	72	5	1	6225109	520038	03FNV	JÖ	I	SA	SA	GNE	
72_11	72	11	1	6225603	520848	03FNV	JS	I	MN	LV	GNE	
72_12	72	12	1	6225596	520861	03FNV	JÖ	I	GR	XX	GNE	
72_13	72	13	1	6225653	520759	03FNV	JÖ	I	SA	XX	GNE	
72_14	72	14	1	6228713	523335	03FNV	JÖ	I	SA	XX	GNE	
72_16	72	16	1	6229758	524154	03FNV	JÖ	I	SA	XX	GNE	
72_23	72	23	2	6224971	520684	03FNV	JÖ	I	MN	XX	GNE	
53_4	53	4	1	6413199	311520	07BSV	JS	U	MN	LE	GNE	
53_8	53	8	1	6414313	310723	07BSV	JS	U	MN	LE	GNE	
53_9	53	9	1	6414224	309955	07BSV	JS	M	MN	LE	GNE	
53	53	10	1	6412858	311612	07BSV	JS	M	MN	LE	GNE	
53_101	53	101	2	6434778	324772	07BNO	BÖ	I	XX	XX	GNE	
53_102	53	102	3	6435130	324898	07BNO	JÖ	I	MN	XX	GNE	
54_2	54	2	1	6405358	346446	07BSO	JÖ	M	MN	XX	GNE	
54_4	54	4	1	6405957	347293	07BSO	JÖ	M	MN	SA	GNE	
54_7	54	7	1	6409176	347078	07BSO	JS	U	MN	TO	GNE	
54_11	54	11	1	6406603	348760	07CSV	JS	M	MN	TO	GNE	
54_12	54	12	1	6407481	349541	07CSV	JS	U	MN	TO	GNE	
54_101	54	101	1	6403085	347603	07BSO	JÖ	I	MN	XX	GNE	L
54_102	54	102	1	6403104	347641	07BSO	JÖ	I	MN	XX	GNE	
54_103	54	103	1	6403054	347587	07BSO	JÖ	I	MN	XX	GNE	L
54_104	54	104	1	6403104	347640	07BSO	JÖ	I	MN	XX	GNE	
54_15	54	15	1	6405280	349142	07CSV	JÖ	I	MN	XX	GNE	
54_13	54	13	1	6407586	350340	07CSV	JS	U	MN	TO	GNE	
55_2	55	2	1	6587968	684610	10INO	JS	M	MN	LV	GNE	
55_4	55	4	1	6587875	682166	10INO	JS	U	MN	LV	GNE	
55_6	55	6	1	6588704	680939	10INO	JÖ	I	MN	XX	GNE	
55_10	55	10	1	6591958	680411	10INO	JS	I	MN	LV	GRA	
55_15	55	15	1	6590650	682373	10INO	JS	I	MN	LV	GRÖ	
55_18	55	18	1	6589035	684116	10INO	JS	M	MN	LV	GRA	
55_19	55	19	1	6588793	683536	10INO	JS	I	MN	LV	GRA	
55	55	20	1	6589606	682544	10INO	JÖ	I	MN	XX	GRA	
55_50	55	50	1	6587994	684629	10INO	JX	M	LV	XX	GNE	
55_51	55	51	1	6587994	684623	10INO	JX	M	LV	XX	GNE	
55_52	55	52	1	6587994	684617	10INO	JX	M	LV	XX	GNE	
55_16	55	16	2	6591465	682103	10INO	JS	M	MN	LV	GRA	
55_23	55	23	1	6590992	680164	10INO	JÖ	I	MN	LV	GRA	
56_1	56	1	1	6552924	676527	10ISO	JS	M	MN	LV	GNE	
56_2	56	2	1	6553497	676960	10ISO	JS	M	MN	LV	GNE	
56_6	56	6	1	6553722	678234	10ISO	JS	M	MN	LV	GNE	
56_7	56	7	1	6553181	677781	10ISO	JS	M	MN	LV	GNE	
56_8	56	8	1	6552830	677467	10ISO	JS	M	MN	LV	GNE	
56_9	56	9	2	6552492	677260	10ISO	JS	M	MN	LV	GNE	
56_10	56	10	1	6552029	677048	10ISO	JS	M	MN	LV	GNE	
56_11	56	11	1	6551703	676695	10ISO	JS	M	MN	LV	GNE	
56_12	56	12	1	6552099	676280	10ISO	JS	M	MN	LV	GNE	
56_13	56	13	1	6551473	677109	10ISO	JS	U	MN	LV	GNE	
56_15	56	15	1	6551993	678089	10ISO	JS	M	MN	LV	GNE	
56_17	56	17	1	6552455	678777	10ISO	JS	U	MN	LV	GNE	
56_18	56	18	1	6552728	678210	10ISO	JS	M	MN	LV	GNE	
56_16	56	16	1	6553327	678757	10ISO	JS	M	MN	LV	GNE	
56_5	56	5	1	6554210	678262	10ISO	JS	M	MN	LV	GNE	
56_14	56	14	1	6551598	677673	10ISO	JS	M	MN	LV	GNE	
57	57	2	1	6571438	649688	10ISV	JS	M	MN	LV	GNE	
57_3	57	3	1	6571278	650588	10ISV	JS	U	MN	LV	GNE	
57_6	57	6	1	6570620	650117	10ISV	JS	M	MN	LV	GNE	
57_7	57	7	1	6570206	651398	10ISV	JS	M	MN	LV	GNE	
57_8	57	8	1	6571006	653403	10ISV	JÖ	I	MN	LV	GRA	
57_10	57	10	1	6570800	654569	10ISV	JS	I	MN	LV	GRA	
57_11	57	11	2	6569926	654697	10ISV	JS	U	MN	LV	GNE	
57_12	57	12	1	6568977	654090	10ISV	JS	U	MN	LV	GNE	
57_13	57	13	1	6568935	653215	10ISV	JS	I	MN	LV	GNE	
57_16	57	16	2	6569307	651491	10ISV	JS	M	MN	LV	GNE	
57_17	57	17	2	6569391	650352	10ISV	JS	M	MN	LV	GNE	
57_18	57	18	2	6568485	650840	10ISV	JS	M	MN	LV	GNE	
57_19	57	19	1	6571206	654030	10ISV	JS	M	MN	LV	GRA	
57_20	57	20	1	6573967	648494	10ISV	JÖ	I	MN	XX	GNE	
57_21	57	21	1	6573844	648370	10ISV	JÖ	I	MN	XX	GNE	
57_9	57	9	1	6570011	653509	10ISV	JS	M	MN	LV	GRA	
57_5	57	5	2	6570355	652413	10ISV	JS	U	MN	LV	GRA	
57_15	57	15	1	6568746	652390	10ISV	JS	M	MN	LV	GNE	
57_22	57	22	1	6573136	649225	10ISV	JÖ	I	MN	XX	GRA	
59_1	59	1	1	6535651	590018	09GNO	JÖ	I	MN	XX	GNE	
59_2	59	2	1	6535650	590056	09GNO	JÖ	I	MN	XX	GNE	
59_3	59	3	1	6535378	590072	09GNO	JÖ	M	LE	XX	GNE	
59	59	4	1	6535346	590079	09GNO	JS	M	LV	XX	GNE	
59_6	59	6	1	6535249	590173	09GNO	JS	M	MN	LV	GNE	
59_8	59	8	1	6535193	590161	09GNO	JÖ	M	LE	XX	GNE	
59_9	59	9	1	6535198	590148	09GNO	JS	M	LV	XX	GNE	
59_11	59	11	1	6535635	590003	09GNO	JÖ	I	MN	XX	GNE	
59_10	59	10	1	6535192	590142	09GNO	JS	M	MN	LV	GNE	
60_1	60	1	1	6475618	510626	08FNV	JS	M	LV	XX	GRÖ	
60_2	60	2	1	6475611	510614	08FNV	JS	M	LV	XX	GRÖ	
60_3	60	3	1	6475163	510697	08FNV	JS	M	LV	XX	GRÖ	
60_4	60	4	1	6475157	510697	08FNV	JS	M	LV	XX	GRÖ	
60_13	60	13	2	6474533	507975	08FNV	JÖ	I	L	XX	SST	
60	60	33	1	6478794	507545	08FNV	JÖ	I	SA	XX	LSK	
60_60	60	60	1	6477961	501062	08FNV	BS	I	SA	XX	SST	
60_61	60	61	1	6477942	501062	08FNV	BÖ	I	SA	XX	KST	
60_62	60	62	1	6477937	501081	08FNV	JÖ	I	SA	XX	KST	
61_314	61	314	1	6475506	498194	08FNV	JÖ	M	ML		LSK	
61_312	61	312	1	6475522	497859	08FNV	JÖ	I	ML		LSK	
61	61	313	1	6475506	498194	08FNV	JÖ	I	ML			
61_315	61	315	1	6475485	498084	08FNV	JÖ	I	ML		LSK	
61_316	61	316	1	6475744	498411	08FNV	JÖ	U	LE	TO	LSK	
61_317	61	317	1	6475744	498411	08FNV	JÖ	U	LE	TO	LSK	
61_311	61	311	1	6475485	498084	08FNV	JÖ	I	ML		LSK	
61_319	61	319	1	6472828	501185	08FNV	JÖ	U	LE		LSK	
61_1	61	1	1	6468827	495904	08ESO	JÖ	V	ML	XX	LSK	
61_2	61	2	1	6468834	495993	08ESO	JÖ	V	ML	XX	LSK	
61_3	61	3	1	6469062	495877	08ESO	JÖ	U	ML	XX	LSK	
61_318	61	318	1	6475744	498411	08FNV	JÖ	U	LE	TO	LSK	
62_5	62	5	1	7398911	709726	26INV	JÖ	I	SI	XX	SKI	
62_110	62	110	1	7408975	693466	27JSV	JÖ	I	MN	XX	GRA	
62_2	62	2	1	7397207	707046	26JNV	JÖ	I	MN	XX	GNE	
62	62	4	1	7398887	712497	26JNO	JÖ	I	MN	XX	GRA	
62_10	62	10	1	7409014	693554	27JSV	JÖ	I	MN	XX	GRA	
62_102	62	102	1	7397163	707037	26JNV	JÖ	I	MN	XX	GNE	
62_104	62	104	1	7398973	712473	26JNO	JÖ	I	MN	XX	GRA	
62_106	62	106	1	7402232	712450	27JSV	JÖ	I	MN	XX	GRA	
62_109	62	109	1	7408899	695287	27JSV	JÖ	I	MN	XX	GRA	
62_1	62	1	1	7396698	708372	26JNV	JÖ	I	MN	XX	GNE	
63	63	4	2	6465455	448067	08ESV	JÖ	I	LV	XX	GNE	
63_3	63	3	2	6465430	448035	08ESV	JÖ	I	LV	XX	GNE	
63_5	63	5	1	6465898	448124	08ESV	JS	I	MN	LV	GNE	
64_4	64	4	1	6489556	586671	08GNO	JS	I	MN	LV	GNE	
26_10	26	10	1	6954691	562097	18GSV	JÖ	V	SA	XX	GRA	
26_12	26	12	1	6949722	560346	18GSV	JÖ	V	MN	XX	GRA	
26_13	26	13	1	6949991	564103	18GSV	JÖ	I	MN	XX	GRA	
26_17	26	17	1	6952066	554434	18GSV	JÖ	V	MN	XX	GRA	
26_19	26	19	1	6954606	555279	18GSV	JÖ	U	MN	XX	GRA	
26_20	26	20	1	6956693	554459	18GSV	JÖ	I	MN	XX	GRA	
26_21	26	21	1	6950048	551910	18GSV	JÖ	I	MN	XX	GRA	
26_22	26	22	1	6954466	560047	18GSV	JÖ	I	MN	XX	GRA	
26_23	26	23	1	6956851	562586	18GSV	JÖ	V	MN	XX	GRA	
26_26	26	26	2	6956208	563352	18GSV	JÖ	I	MN	XX	GRA	
26_27	26	27	1	6955529	563443	18GSV	JÖ	I	MN	XX	GRA	
26_30	26	30	1	6954446	562613	18GSV	JS	I	MN	SI	GRA	
26_31	26	31	1	6951373	558816	18GSV	JÖ	I	GR	XX	GRA	
26_32	26	32	1	6952714	555049	18GSV	JÖ	I	MN	XX	GRA	
26_101	26	101	1	6902994	564904	17GSV	JS	U	MN	TO	GRA	
26_102	26	102	1	6902994	564904	17GSV	JS	U	MN	TO	GRA	
26_103	26	103	1	6902984	564894	17GSV	JS	U	MN	TO	GRA	
26_104	26	104	1	6902984	564894	17GSV	JS	U	MN	TO	GRA	
26_105	26	105	1	6902984	564894	17GSV	JS	U	MN	TO	GRA	
26_18	26	18	1	6954141	553284	18GSV	JÖ	I	MN	XX	GRA	
26_15	26	15	3	6951302	558859	18GSV	JÖ	I	SA	XX	GRA	
26_25	26	25	1	6957132	563079	18GSV	JÖ	I	MN	XX	GRA	
27_11	27	11	1	7017355	359231	19CSV	JÖ	I	SA	XX	KVT	
28_1	28	1	4	7022000	356266	19CNV	JÖ	V	MN	XX	SKI	
28_3	28	3	2	7021699	356079	19CNV	JÖ	M	MN	XX	SKI	
28_4	28	4	2	7021610	355934	19CNV	JÖ	M	MN	XX	SKI	
28_5	28	5	2	7021519	355789	19CNV	JÖ	M	MN	XX	SKI	
29_2	29	2	3	7021242	459262	19ESV	JÖ	I	SA	XX	ASK	
29	29	4	3	7020879	459114	19ESV	JÖ	I	SA	XX	ASK	
29_11	29	11	1	7021556	455242	19ESV	JX		MN		ASK	
29_7	29	7	1	7020254	459899	19ESV	JÖ	I	MN	XX	ASK	
30	30	2	1	6994142	601969	18HNV	JÖ	I	SA	XX	GNE	
30_4	30	4	1	6994347	602043	18HNV	JÖ	I	SA	XX	GNE	
31_1	31	1	3	6994001	641739	18INV	BS	I	MN	XX	GRA	
31_2	31	2	2	6994340	641436	18INV	BÖ	I	MN	XX	GRA	
31_3	31	3	2	6994768	641004	18INV	BÖ	I	XX	XX	GRA	
32_1	32	1	1	7092063	611874	20HNV	JÖ	I	SA	XX	GRA	
32_2	32	2	1	7092156	611922	20HNV	JÖ	I	S	XX	GRA	
32_3	32	3	1	7092155	611705	20HNV	JÖ	U	TO	XX	GRA	
32_4	32	4	1	7092318	611486	20HNV	JÖ	M	MN	XX	GRA	
32_6	32	6	1	7100598	611967	21HSV	JÖ	I	S	XX	GRA	
32_7	32	7	1	7100548	611959	21HSV	JÖ	I	S	XX	GRA	
32_8	32	8	1	7099980	611554	21HSV	JÖ	I	S	XX	GRA	
32_9	32	9	1	7101023	610664	21HSV	JÖ	I	S	XX	GRA	
32_11	32	11	1	7091610	611388	20HNV	JÖ	I	S	XX	GRA	
32_12	32	12	1	7100379	610273	21HSV	JÖ	U	TO	XX	GRA	
32_14	32	14	1	7100997	610652	21HSV	JÖ	V	S	XX	GRA	
32	32	15	1	7100129	609924	21HSV	JÖ	U	TO	XX	GRA	
32_17	32	17	1	7090724	613548	20HNV	JÖ	I	MN	XX	GRA	
32_19	32	19	1	7099972	609687	21HSV	JÖ	I	MN	XX	GRA	
32_25	32	25	1	7099779	609971	21HSV	JÖ	I	S	XX	GRA	
32_10	32	10	1	7100787	610961	21HSV	JÖ	V	S	XX	GRA	
32_13	32	13	1	7099756	610174	21HSV	JÖ	V	S	XX	GRA	
32_5	32	5	1	7092476	611248	20HNV	JÖ	I	S	XX	GRA	
33_1	33	1	1	7108234	768038	21KSO	JÖ	M	GR	XX	GNE	L
33_2	33	2	1	7108281	768158	21KSO	JÖ	I	GR	XX	GNE	
33_3	33	3	1	7108548	768704	21KSO	JÖ	I	SA	XX	GNE	
33_102	33	102	3	7134140	731485	21JNO	JÖ	I	MN	XX	GNE	L
34_2	34	2	1	7215049	777408	23KSO	JÖ	U	SA	XX	GRA	
34_3	34	3	1	7214973	777428	23KSO	JÖ	U	SA	XX	GRA	
34_5	34	5	2	7210899	783004	23KSO	JÖ	I	SA	XX	GRA	
34_7	34	7	2	7210870	783215	23KSO	JÖ	I	SA	XX	GRA	
34_8	34	8	1	7211110	783199	23KSO	JÖ	I	SA	XX	GRA	
34_11	34	11	1	7211066	783122	23KSO	JÖ	I	SA	XX	GRA	
34_1	34	1	1	7214898	777461	23KSO	JÖ	U	SA	XX	GRA	
34_9	34	9	1	7211160	783071	23KSO	JÖ	I	SA	XX	GRA	
35_1	35	1	1	7289202	825910	24LNO	JÖ	I	SA	XX	GRA	
35_3	35	3	1	7289509	827112	24LNO	JÖ	I	SA	XX	GRA	
35_4	35	4	1	7289486	827538	24LNO	JÖ	I	SA	XX	GRA	
35_6	35	6	1	7289868	826985	24LNO	JÖ	V	SA	XX	GRA	
35_7	35	7	1	7290608	827047	24LNO	JÖ	I	SA	XX	GRA	
36_1	36	1	1	7368075	782348	26KSO	JÖ	U	MN	XX	POR	
37_4	37	4	1	7382931	792012	25LNV	JÖ	I	GR	XX	GRA	
37_5	37	5	1	7386550	787278	26LNV	JÖ	I	MN	XX	GRA	
37_6	37	6	1	7395085	780452	26KNO	JÖ	M	MN	XX	GRA	
37_7	37	7	1	7400665	778739	26KNO	JÖ	I	MN	XX	GRA	
37_8	37	8	1	7405601	787778	27LSV	JÖ	I	MN	XX	GRA	
37_9	37	9	1	7398471	784717	26KNO	JÖ	I	SA	XX	GNE	
37_11	37	11	1	7391809	790435	26LNV	JÖ	V	MN	XX	GNE	
37_13	37	13	1	7387620	795225	26LNV	JÖ	V	MN	XX	GRA	
37_15	37	15	1	7381965	798369	26LNV	JÖ	I	SA	XX	GRA	
37_16	37	16	1	7383863	795482	26LNV	JÖ	I	MN	S	GRA	
37_17	37	17	1	7387118	792577	26LNV	JÖ	V	MN	XX	GRA	
37_20	37	20	1	7376518	806203	26LNV	JÖ	V	MN	XX	GRA	
37_21	37	21	1	7372835	807751	26LSV	JÖ	I	MN	XX	GRA	
37_23	37	23	1	7361070	809476	26LSV	JÖ	I	MN	XX	GRA	
37_24	37	24	1	7364953	812013	26LSO	JÖ	I	MN	XX	GRA	
37_28	37	28	1	7367880	802682	26LSV	JÖ	I	MN	SA	GRA	
37_29	37	29	1	7370905	797850	26LSV	JÖ	I	SA	XX	GRA	
37_30	37	30	1	7368985	794003	26LSV	JÖ	I	GR	XX	GRA	
37_31	37	31	1	7372995	792561	26LSV	JÖ	I	MN	XX	GRA	
37_35	37	35	1	7391777	790435	26LNV	JÖ	V	MN	XX	GNE	
37_36	37	36	1	7396889	785501	26LNV	JÖ	V	MN	XX	GNE	
37_37	37	37	1	7409134	773428	27KSO	JÖ	V	MN	XX	GRA	
37_39	37	39	3	7364729	814118	26LSO	JÖ	V	MN	XX	GRA	
37_43	37	43	1	7400618	778862	26KNO	JÖ	I	MN	XX	GRA	
37_51	37	51	1	7367830	802727	26LSV	JÖ	I	MN	SA	GRA	
37_52	37	52	1	7373002	792644	26LSV	JÖ	I	MN	XX	GRA	
37_57	37	57	1	7379101	803665	26LNV	JÖ	V	MN	XX	GRA	
37_41	37	41	1	7382906	792025	26LNV	JÖ	M	GR	XX	GRA	
37_44	37	44	1	7405588	787772	27LSV	JÖ	I	MN	XX	GRA	
37_47	37	47	1	7383831	795509	26LNV	JÖ	I	MN	S	GRA	
37_27	37	27	1	7356001	803614	26LSV	JÖ	I	MN	XX	POR	
37_40	37	40	2	7353943	812495	26LSO	JÖ	I	MN	XX	GRA	
37_38	37	38	3	7367738	807786	26LSV	JÖ	M	SA	XX	GRA	
37_3	37	3	1	7380061	797365	26LNV	JÖ	I	GR	XX	GRA	
37_33	37	33	3	7378557	795272	26LNV	JÖ	I	MN	XX	GRA	
37_42	37	42	1	7395052	780439	26KNO	JÖ	M	MN	XX	GRA	
38_5	38	5	2	7518460	754325	29KSV	JÖ	I	GR	XX	GRÖ	
38_8	38	8	2	7518017	754132	29KSV	JÖ	I	GR	XX	GRÖ	
38_11	38	11	1	7517941	753985	29KSV	JÖ	I	MN	XX	GRÖ	
38_2	38	2	2	7518231	754349	29KSV	JÖ	I	GR	XX	GRÖ	
38_4	38	4	2	7518383	754280	29KSV	JÖ	I	GR	XX	GRÖ	
38_12	38	12	1	7518488	754165	29KSV	JÖ		MN		KRI	
