Omr_stn	Omr	stn	Lnr	Northing	Easting	Top	Akvifertyp	Geohylag	Jordart	Taeckt	Bergart	MagasinStl
39_2	39	2	1	7586951	657317	30INV	JÖ	I	MN	XX	HSK	
39_6	39	6	3	7573892	657136	30ISV	BÖ	I	MN	XX	HSK	
39	39	9	2	7587057	656985	30INV	JÖ	I	MN	XX	HSK	
39_4	39	4	2	7587057	656985	30INV	JÖ	I	MN	XX	HSK	
40_1	40	1	1	6143803	364541	01CNV	JÖ	M	SA	XX	KST	
40_2	40	2	1	6143248	363692	01CNV	JÖ	M	SA	XX	KST	
40_3	40	3	3	6142266	363236	01CNV	JÖ	M	SA	XX	KST	
40_5	40	5	1	6140613	362574	01CNV	JÖ	M	SA	XX	KST	
40_4	40	4	1	6140917	362727	01CNV	JÖ	M	SA	XX	KST	
41_3	41	3	1	6139099	447988	01DNO	JÖ	I	SA	XX	LSK	
41_4	41	4	1	6140535	447403	01DNO	JÖ	I	SA	XX	LSK	
41_8	41	8	1	6138978	445253	01DNO	JÖ	I	SA	XX	LSK	
42_4	42	4	2	7323340	641589	25ISV	JÖ	M	SA	XX	GRA	
42	42	6	1	7322698	641154	25ISV	JÖ	I	MN	XX	GRA	
42_11	42	11	1	7323062	642485	25ISV	JÖ	M	SA	XX	GRA	
43_2	43	2	1	7209124	598968	23HSV	JÖ	U	SA	XX	GRA	
43	43	3	1	7209446	598048	23HSV	JÖ	M	GR	XX	GRA	
43_7	43	7	1	7210587	597492	23HSV	JÖ	M	MN	XX	GRA	
43_8	43	8	1	7211231	597339	23HSV	JÖ	V	MN	XX	GRA	
43_10	43	10	1	7214304	597616	23HSV	JÖ	I	MN	XX	GRA	
43_11	43	11	1	7215037	598120	23HSV	JÖ	I	MN	XX	GRA	
43_12	43	12	1	7217957	600138	23HSV	JÖ	M	GR	XX	GRA	
44_1	44	1	1	6160616	390241	02CSO	JS	I	SA	ML	KST	
44_3	44	3	1	6156321	390679	02CSO	BS	I	ML	XX	KST	
45_14	45	14	1	7135326	505230	21FNV	JS	M	MN	TO	GRA	
45_15	45	15	1	7135630	490949	21FNV	JÖ	I	MN	XX	GRA	
45_16	45	16	1	7140712	474150	21ENO	JÖ	I	MN	XX	FJÄ	
45_17	45	17	1	7149324	462833	22ESV	JÖ	I	MN	SA	FJÄ	
45_18	45	18	1	7159585	458586	22ESV	JÖ	V	MN	XX	FJÄ	
45_19	45	19	1	7159525	458616	22ESV	JÖ	V	MN	XX	FJÄ	
45_20	45	20	1	7182405	454391	22ENV	JS	M	MN	TO	FYL	
45_21	45	21	1	7188209	461621	22ENV	JÖ	M	MN	XX	FYL	
45_22	45	22	1	7199172	462716	23ESV	JÖ	I	MN	SA	FYL	
46	46	1	1	7130845	515296	21FNO	JÖ	I	MN	XX	LSK	
46_2	46	2	1	7137044	516789	21FNO	JÖ	I	MN	XX	LSK	
46_5	46	5	1	7140343	521560	21FNO	JÖ	M	MN	SI	LSK	
46_12	46	12	1	7118210	530955	21FSO	JÖ	I	MN	XX	KVT	
46_13	46	13	1	7129021	516998	21FNO	JÖ	M	MN	XX	LSK	
46_52	46	52	1	7137932	518020	21FNO	JÖ	M	MN	SA	LSK	
46_3	46	3	1	7137957	518007	21FNO	JÖ	M	MN	SA	LSK	
47_1	47	1	1	7157553	532998	22F1I	JÖ	U	MN	XX	LSK	L
47_6	47	6	1	7143838	525807	21FNO	JÖ	I	MN	XX	LSK	
47_8	47	8	1	7153662	528265	22FSO	JÖ	I	MN	XX	LSK	
47_9	47	9	1	7157712	532081	22FSO	JÖ	I	MN	XX	LSK	
47_32	47	32	1	7189460	502276	22FNV	JÖ	M	MN	XX	FJÄ	
48_10	48	10	1	7157928	537119	22FSO	JÖ	I	MN	XX	LSK	
48_11	48	11	1	7160395	540650	22GSV	JÖ	I	MN	XX	LSK	
48_24	48	24	1	7143051	550497	21GNV	JÖ	I	MN	XX	ASK	
48_25	48	25	1	7157276	542741	22GSV	JX	I	MN	TO	LSK	
48_27	48	27	1	7176338	524766	22FNO	JÖ	I	MN	XX	SST	
48_28	48	28	1	7176237	520929	22FNO	JÖ	M	MN	XX	SST	
48_29	48	29	1	7181387	515723	22FNO	JÖ	I	MN	SI	SST	
48_30	48	30	1	7187729	510776	22FNV	JÖ	I	MN	XX	GLS	
48_31	48	31	1	7190670	505038	22FNV	JÖ	M	MN	XX	GLS	
48_35	48	35	1	7175971	536543	22FNO	JÖ	I	MN	TO	KVT	
48_36	48	36	1	7179472	537429	22FNO	JÖ	I	MN	XX	SST	
48_37	48	37	1	7179459	537480	22FNO	JÖ	I	MN	XX	SST	
48_26	48	26	1	7164145	541586	22GSV	JÖ	I	MN	SA	KVT	
48_33	48	33	1	7169481	536239	22FSO	JÖ	M	MN	XX	LSK	
20_3	20	3	1	6636064	582737	11GNO	JÖ	V	SA	XX	GRA	
20_4	20	4	1	6636091	584036	11GNO	JÖ	M	MN	XX	GRA	
20_5	20	5	1	6633428	585459	11GNO	JÖ	V	SA	XX	GRA	
20_8	20	8	1	6634304	584212	11GNO	JÖ	V	SA	XX	GRA	
20_9	20	9	1	6633428	585472	11GNO	JÖ	V	SA	XX	GRA	
21_7	21	7	1	6614990	648431	11ISV	JS	V	MN	LV	GRA	
21_8	21	8	1	6614332	649110	11ISV	JS	U	SA	LV	GRA	
21_1	21	1	1	6615573	649108	11ISV	JS	I	MN	LV	GRA	
21_4	21	4	1	6616016	649117	11ISV	JS	I	MN	LV	GRA	
21_5	21	5	2	6615322	648672	11ISV	JS	I	MN	LV	GRA	
21_6	21	6	3	6615045	648528	11ISV	JS	V	MN	LV	GRA	
21_3	21	3	1	6615858	649146	11ISV	JS	V	MN	LV	GRA	
23_1	23	1	3	6668080	604926	12HSV	JÖ	I	SA	XX	GRA	
23_3	23	3	1	6664619	604341	12HSV	JÖ	I	GR	XX	GRA	
23_6	23	6	1	6666089	602912	12HSV	JÖ	M	MN	L	GRA	
23_7	23	7	2	6666196	602990	12HSV	JÖ	I	MN	XX	GRA	
23_9	23	9	1	6668276	606977	12HSV	JS	U	SA	TO	GRA	S
23_10	23	10	2	6669557	601414	12HSV	JÖ	I	SA	XX	GRA	
23_12	23	12	2	6667491	603583	12HSV	JÖ	U	SA	XX	GRA	
23_13	23	13	3	6658486	597986	12HSV	JS	I	MN	LE	GRA	
23_19	23	19	1	6668751	606772	12HSV	JÖ	I	SA	XX	GRA	
23_22	23	22	1	6663302	604625	12HSV	JÖ	I	GR	XX	GRA	
23_25	23	25	1	6665355	604978	12HSV	JÖ	I	SA	XX	GRA	
23_27	23	27	1	6668252	606557	12HSV	JÖ	I	SA	XX	GRA	
23_31	23	31	1	6665278	604482	12HSV	BÖ	I	GR	XX	GRA	
23_34	23	34	1	6669722	602722	12HSV	JÖ		MN		GRA	
23_5	23	5	1	6666107	603072	12HSV	JÖ	V	MN	XX	GRA	
23_18	23	18	1	6669382	607155	12HSV	JÖ	I	SA	XX	GRA	
24_2	24	2	1	6804051	589429	15GSO	JÖ	I	SA	XX	GRA	
24_4	24	4	3	6803255	590533	15GSO	JÖ	I	SA	XX	GRA	
25_1	25	1	1	6909862	614790	17HSV	JÖ	I	SA	XX	GNE	
25_2	25	2	1	6910027	614790	17HSV	JÖ	I	SA	XX	GNE	
25_3	25	3	1	6910110	614796	17HSV	JÖ	I	SA	XX	GNE	
25_4	25	4	1	6910097	614568	17HSV	JÖ	I	SA	XX	GNE	
25_5	25	5	1	6910152	614071	17HSV	JÖ	I	SA	XX	GNE	
25_7	25	7	1	6910136	615089	17HSV	JÖ	I	SA	XX	GNE	
25_10	25	10	1	6910146	614402	17HSV	JÖ	I	SA	XX	GNE	
25_11	25	11	1	6910032	614364	17HSV	JÖ	I	SA	XX	GNE	
25_12	25	12	1	6910051	614198	17HSV	JÖ	I	SA	XX	GNE	
25_13	25	13	1	6910198	614255	17HSV	JÖ	I	SA	XX	GNE	
25_14	25	14	1	6910112	614813	17HSV	JÖ	I	SA	XX	GNE	
25	25	15	1	6909998	614829	17HSV	JÖ	I	GR	XX	GNE	
25_16	25	16	1	6910080	614839	17HSV	JÖ	I	SA	XX	GNE	
25_17	25	17	1	6910036	614827	17HSV	JÖ	I	SA	XX	GNE	
25_20	25	20	1	6910019	614689	17HSV	JÖ	I	GR	XX	GNE	
25_9	25	9	1	6909957	614536	17HSV	JÖ	I	SA	XX	GNE	
26_3	26	3	1	6956197	563346	18GSV	JÖ	I	MN	XX	GRA	
26_4	26	4	1	6955515	563439	18GSV	JÖ	I	MN	XX	GRA	
1	1	3	2	6147709	374813	01CNV	JÖ	I	ML	XX	KST	
3_5	3	5	2	6204605	457540	03ESV	BS	I	MN	SA	KST	
3_12	3	12	1	6198154	456004	03ESV	BS		MN	SA	SST	
3_24	3	24	1	6216029	433716	03DSO	BS	I	SA	MN	SST	
3_32	3	32	1	6198494	455455	03ESV	BÖ	I	SA	XX	SST	
3_33	3	33	1	6198482	455467	03ESV	JÖ	I	SA	XX	SST	
3_34	3	34	1	6198482	455474	03ESV	BÖ	I	SA	XX	SST	
3_35	3	35	1	6198476	455467	03ESV	BÖ	I	MN	SA	SST	
3_36	3	36	1	6198482	455467	03ESV	JÖ	I	SA	XX	KST	
3	3	41	1	6213283	440848	03DSO	JÖ	I	SA	XX	KST	
3_42	3	42	1	6213271	440854	03DSO	JS	I	SA	XX	KST	
3_43	3	43	1	6213284	440873	03DSO	JS	U	LV	SA	KST	
3_44	3	44	1	6213278	440860	03DSO	JS	U	LV	SA	KST	
3_47	3	47	1	6213270	440848	03DSO	JS	U	LV	SA	KST	
3_46	3	46	1	6213289	440847	03DSO	JS	U	LV	SA	KST	
4_1	4	1	3	6280605	457409	04ENV	JÖ	U	SA	XX	GNE	
4_5	4	5	1	6280742	457378	04ENV	JÖ	U	SA	XX	GNE	
4_6	4	6	1	6280656	457280	04ENV	JÖ	U	SA	XX	GNE	
4_8	4	8	1	6280913	457272	04ENV	JÖ	I	SA	XX	GNE	
4_11	4	11	1	6280491	457431	04ENV	JÖ	U	SA	XX	GNE	
4	4	101	1	6280945	457467	04ENV	JÖ	I	MN	XX	GNE	
4_104	4	104	1	6280780	457401	04ENV	JÖ	I	SA	XX	GNE	
5_2	5	2	1	6273873	533107	04FNO	JÖ	U	MN	XX	GRA	
5_5	5	5	3	6273659	531280	04FNO	JÖ	V	MN	XX	GRA	
5_6	5	6	1	6273456	531609	04FNO	JÖ	I	MN	XX	GRA	
5_7	5	7	1	6273285	531615	04FNO	JÖ	I	MN	XX	GRA	
5_8	5	8	1	6277410	532564	04FNO	JÖ	I	MN	XX	GRA	
5_9	5	9	1	6277537	532551	04FNO	JÖ	I	MN	XX	GRA	
5_10	5	10	1	6277480	532463	04FNO	JÖ	I	MN	XX	GRA	
5_11	5	11	1	6277467	532551	04FNO	JÖ	I	MN	XX	GRA	
5_12	5	12	1	6276977	535184	04FNO	JÖ	U	MN	XX	GRA	
6_1	6	1	1	6274422	570930	04GNV	JÖ	U	SA	TO	SST	
6_2	6	2	1	6271825	569638	04GSV	JÖ	U	SA	XX	GRA	
6_4	6	4	1	6272292	571464	04GSV	JÖ	I	GR	XX	SST	
6_6	6	6	1	6271859	572799	04GSV	JÖ	U	GR	XX	SST	
6_7	6	7	1	6271841	572354	04GSV	JÖ	I	SA	XX	SST	
6_8	6	8	1	6271390	572964	04GSV	JÖ	I	SA	XX	SST	
6_9	6	9	1	6270933	572615	04GSV	JÖ	I	SA	XX	SST	
6_10	6	10	1	6273019	569804	04GSV	JÖ	I	SA	XX	GRA	
6_13	6	13	1	6273927	570516	04GNV	JS	U	SA	TO	SST	
6_14	6	14	1	6271993	572309	04GSV	JÖ	U	SA	XX	SST	
6_16	6	16	1	6275204	565503	04GNV	JÖ	I	SI	XX	GRA	
6_17	6	17	1	6274000	567903	04GNV	JÖ	V	SA	XX	GRA	
6_18	6	18	1	6281512	561291	04GNV	JÖ	I	SA	XX	GRA	
6_19	6	19	1	6279493	562292	04GNV	JÖ	I	GR	XX	GRA	
6_20	6	20	1	6278624	562431	04GNV	JÖ	I	GR	XX	GRA	
6_21	6	21	3	6277817	562837	04GNV	JÖ	I	GR	XX	GRA	
7_4	7	4	1	6350537	620293	06HSV	JÖ	I	GR	XX	KST	
7_10	7	10	1	6350585	620592	06HSV	JÖ	I	SA	XX	KST	
8_1	8	1	2	6348759	703327	05JNV	BS	I	ML	XX	MST	
11_1	11	1	1	6403587	718240	07JSV	BÖ	I	XX	XX	KST	
11_6	11	6	3	6398517	719231	06JNV	BÖ	V	XX	XX	KST	
11_8	11	8	6	6398393	718859	06JNV	BS	U	GR	XX	KST	
11	11	9	2	6398533	718888	06JNV	BÖ	I	XX	XX	KST	
11_10	11	10	2	6398579	718740	06JNV	BÖ	I	XX	XX	KST	
11_14	11	14	2	6396994	715299	06JNV	BÖ	I			KST	
6_3	6	3	1	6272689	572694	04GSV	JÖ	I	GR	XX	SST	
6_15	6	15	1	6271954	572173	04GSV	JÖ	U	GR	XX	SST	
7_1	7	1	1	6350567	620999	06HSV	JÖ	M	SA	XX	KST	
7_2	7	2	1	6349883	620991	06HSV	JÖ	V	SA	XX	KST	
7_5	7	5	1	6350297	620837	06HSV	JÖ	I	SA	XX	KST	
7_6	7	6	1	6350808	620404	06HSV	JÖ	I	SA	GR	KST	
7_8	7	8	1	6350237	620537	06HSV	JÖ	V	SA	XX	KST	
7_11	7	11	1	6349306	620809	06HSV	JÖ	M	SA	TO	KST	
11_18	11	18	1	6404352	719872	07JSV					KST	
11_28	11	28	1	6404455	720996	07JSV	BÖ	I			KST	
11_33	11	33	1	6403525	720308	07JSV	BÖ	I	XX	XX	KST	
11_39	11	39	1	6403232	720278	07JSV	BÖ	I			KST	
11_80	11	80	1	6403592	721936	07JSV	BÖ	I			KST	
11_82	11	82	1	6403505	719378	07JSV	BÖ	V			KST	
11_84	11	84	1	6403791	721477	07JSV	BÖ	I			KST	
11_85	11	85	1	6403241	721722	07JSV	BÖ	I			KST	
11_87	11	87	1	6402460	720608	07JSV	BÖ	I			KST	
11_93	11	93	1	6403267	720761	07JSV	BÖ	I			KST	
11_94	11	94	1	6403490	720906	07JSV	BÖ	I			KST	
11_95	11	95	1	6404551	720308	07JSV	BÖ	I			KST	
11_96	11	96	1	6404517	721784	07JSV	BÖ				KST	
11_98	11	98	1	6404500	721355	07JSV						
11_100	11	100	1	6404070	717212	07JSV	BÖ				KST	
11_124	11	124	1	6403383	719068	07JSV	BÖ	V			KST	
11_125	11	125	1	6403344	719017	07JSV	BÖ	V			KST	
11_126	11	126	1	6404177	717775	07JSV	BÖ	I	XX		KST	
11_127	11	127	1	6401960	718001	07JSV	BÖ	I	XX		KST	
11_128	11	128	1	6400604	718277	07JSV	BÖ	I	XX		KST	
11_129	11	129	1	6403490	720906	07JSV	BÖ	I			KST	
11_130	11	130	1	6403490	720906	07JSV	BÖ	I			KST	
11_194	11	194	1	6403490	720906	07JSV	BS	I			KST	
11_102	11	102	1	6402382	719342	07JSV	BS	U			KST	
11_86	11	86	1	6403386	720583	07JSV	BÖ	I			KST	
11_123	11	123	1	6406720	722063	07JSV	BX				KST	
13_3	13	3	1	6337951	345413	05BNO	JS	U	SA	LE	GNE	
13_4	13	4	1	6338746	345611	05BNO	JS	U	SA	LE	GNE	
13_107	13	107	1	6327136	365834	05CNV	JÖ	U	MN	TO	GNE	L
13_108	13	108	1	6327255	365808	05CNV	JÖ	I	MN	XX	GNE	
13	13	109	1	6327201	365859	05CNV	JÖ	I	MN	XX	GNE	
13_106	13	106	1	6327176	365879	05CNV	JÖ	I	MN	XX	GNE	
13_104	13	104	1	6327255	365808	05CNV	JÖ	V	MN	XX	GNE	
14_4	14	4	1	6361589	416897	06DSV	JÖ	I	SA	XX	GNE	
14_8	14	8	3	6361770	416244	06DSV	JÖ	I	SA	XX	GNE	
14_9	14	9	1	6363889	415649	06DSV	JÖ	I	SA	XX	GNE	
14	14	10	1	6362798	415449	06DSV	JÖ	I	SA	XX	GNE	
15	15	6	1	6434330	388839	07CNO	JÖ	I	SA	XX	GNE	
15_2	15	2	1	6434430	388654	07CNO	JÖ	I	SA	XX	GNE	
14_11	14	11	1	6363674	415661	06DSV	JÖ	I	SA	XX	GNE	
15_1	15	1	1	6434064	388726	07CNO	JÖ	M	GR	TO	GNE	
15_3	15	3	3	6434243	388979	07CNO	JÖ	M	GR	TO	GNE	
15_4	15	4	1	6434243	388998	07CNO	JÖ	I	GR	XX	GNE	
15_5	15	5	2	6434317	388833	07CNO	JÖ	M	GR	TO	GNE	
16_71	16	71	1	6517536	461772	09ESV	JÖ	U	MN	XX	GRA	L
16_72	16	72	1	6515506	459754	09ESV	JÖ	I	MN	XX	GRA	
16_73	16	73	1	6511024	458441	09ESV	JÖ	M	TO	XX	GRA	
16_91	16	91	1	6517457	459532	09ESV	JÖ	V	MN	XX	GRA	
16_95	16	95	2	6516508	462796	09ESV	JÖ	I	MN	XX	GRA	
16_101	16	101	1	6508350	478821	09ESO	JÖ	I	MN	TO	GRA	L
16	16	102	1	6508301	478786	09ESO	JÖ	M	MN	TO	GRA	L
16_103	16	103	1	6508301	478786	09ESO	JÖ	M	MN	TO	GRA	L
16_104	16	104	1	6508286	478785	09ESO	JÖ	M	MN	TO	GRA	L
16_106	16	106	1	6508280	478747	09ESO	JÖ	U	TO	XX	GRA	
16_107	16	107	1	6508381	478826	09ESO	JÖ	I	MN	TO	GRA	
16_108	16	108	1	6508300	478767	09ESO	JÖ	M	MN	TO	GRA	
16_110	16	110	1	6508141	478809	09ESO	JÖ	U	TO	XX	GRA	
16_111	16	111	1	6507792	478873	09ESO	JÖ	M	MN	XX	GRA	
16_112	16	112	1	6507782	478883	09ESO	JÖ	U	MN	TO	GRA	
16_120	16	120	1	6508381	478826	09ESO	JÖ	M	MN	TO	GRA	
16_40	16	40	1	6514023	462138	09ESV	JÖ	V	SA	XX	GRA	
16_45	16	45	1	6514978	461829	09ESV	JÖ	I	MN	XX	GRA	
16_55	16	55	1	6509991	459686	09ESV	JÖ	I	MN	XX	GRA	
16_15	16	15	1	6515112	459741	09ESV	JS	M	MN	XX	GRA	
16_30	16	30	1	6518212	460282	09ESV	JÖ	V	MN	XX	GRA	
16_38	16	38	1	6512088	461732	09ESV	JÖ	I	MN	XX	GRA	
16_50	16	50	3	6517022	459778	09ESV	JÖ	I	MN	XX	GRA	
16_1	16	1	1	6509966	459707	09ESV	JÖ	I	MN	XX	GRA	
16_4	16	4	1	6518350	460424	09ESV	JÖ	I	SA	XX	GRA	
16_6	16	6	1	6519926	461755	09ESV	JS	M	MN	TO	GRA	
16_10	16	10	1	6524897	460745	09ENV	JÖ	U	MN	XX	GRA	
16_11	16	11	1	6525133	461693	09ENV	JÖ	V	MN	XX	GRA	
16_12	16	12	1	6512050	459033	09ESV	JÖ	U	MN	XX	GRA	
16_13	16	13	1	6515129	459715	09ESV	JS	U	MN	L	GRA	
16_14	16	14	1	6515105	459735	09ESV	JS	U	MN	L	GRA	
16_16	16	16	1	6515080	459754	09ESV	JÖ	I	MN	XX	GRA	
16_17	16	17	1	6519566	460788	09ESV	JÖ	I	MN	XX	GRA	
16_19	16	19	1	6511919	461185	09ESV	JS	M	MN	TO	GRA	
16_20	16	20	1	6511870	459140	09ESV	JÖ	U	MN	XX	GRA	
16_21	16	21	1	6516453	460647	09ESV	JÖ	V	MN	XX	GRA	
16_22	16	22	1	6518388	460423	09ESV	JÖ	I	SA	XX	GRA	
16_23	16	23	1	6513066	462160	09ESV	JÖ	I	SA	XX	GRA	
16_25	16	25	5	6515142	459688	09ESV	JÖ	I	MN	XX	GRA	
16_32	16	32	1	6525108	461732	09ENV	JÖ	V	MN	XX	GRA	
16_33	16	33	1	6524675	460649	09ENV	JÖ	I	MN	XX	GRA	
16_34	16	34	1	6521171	460980	09ESV	JÖ	V	MN	XX	GRA	
16_35	16	35	3	6513728	460583	09ESV	JÖ	I	MN	XX	GRA	
16_36	16	36	1	6518654	460205	09ESV	JÖ	I	MN	XX	GRA	
16_37	16	37	1	6515339	460128	09ESV	JÖ	I	MN	XX	GRA	
16_39	16	39	1	6515706	459887	09ESV	JÖ	I	MN	XX	GRA	
16_41	16	41	1	6512065	458702	09ESV	JÖ	U	MN	XX	GRA	
16_43	16	43	2	6510489	460979	09ESV	JÖ	V	MN	XX	GRA	
16_44	16	44	3	6514912	459645	09ESV	JÖ	I	MN	XX	GRA	
16_46	16	46	1	6524832	460878	09ENV	JÖ	I	MN	XX	GRA	
16_47	16	47	1	6516648	460380	09ESV	JÖ	I	MN	XX	GRA	
16_48	16	48	1	6515225	460137	09ESV	JÖ	I	MN	XX	GRA	
16_49	16	49	1	6519118	459828	09ESV	JÖ	U	MN	XX	GRA	
16_52	16	52	1	6511402	460809	09ESV	JÖ	I	MN	XX	GRA	
16_57	16	57	1	6512914	460494	09ESV	JÖ	I	MN	XX	GRA	
16_58	16	58	1	6515028	460321	09ESV	JÖ	U	MN	XX	GRA	
16_59	16	59	1	6514944	459250	09ESV	JÖ	I	MN	XX	GRA	
16_60	16	60	1	6518492	459053	09ESV	JÖ	I	MN	XX	GRA	
16_61	16	61	1	6525281	461428	09ENV	JÖ	I	MN	XX	GRA	
16_62	16	62	1	6523352	459707	09ENV	JÖ	I	MN	XX	GRA	
16_63	16	63	1	6522575	460042	09ENV	JÖ	I	MN	XX	GRA	
16_64	16	64	1	6521310	459056	09ESV	JÖ	I	MN	XX	GRA	
16_65	16	65	1	6520362	459639	09ESV	JÖ	U	MN	XX	GRA	
16_66	16	66	1	6515085	459710	09ESV	JS	M	MN	L	GRA	
16_53	16	53	1	6513563	462043	09ESV	JÖ	I	MN	XX	GRA	
16_54	16	54	1	6514324	461804	09ESV	JÖ	U	MN	XX	GRA	
17_3	17	3	1	6544041	501234	09FNV	JÖ	I	SA	XX	GRA	
17_4	17	4	1	6543909	501713	09FNV	JÖ	I	SA	XX	GRA	
17_5	17	5	1	6543632	502333	09FNV	JÖ	V	SA	XX	GRA	
18_2	18	2	3	6502937	596359	09GSO	JS	M	MN	L	GNE	
19_4	19	4	1	6607997	436871	11DSO	JÖ	I	SA	XX	GNE	
19_8	19	8	1	6608211	437371	11DSO	JÖ	I	SA	XX	GNE	
19_12	19	12	3	6608618	436676	11DSO	JÖ	I	SA	XX	GNE	
19_16	19	16	1	6607859	436949	11DSO	JÖ	U	SA	XX	GNE	
19_19	19	19	1	6608211	437371	11DSO	JÖ	I	SA		GNE	
19_2	19	2	1	6607936	437082	11DSO	JÖ	I	SA	XX	GNE	
